SAMPLE,AUTHOR,GROUP,RIVER,SITE,VEL,DEPTH,SUB,unassigned,Acroloxidae,Aeshnidae,Ameletidae,Ancylidae,Anthomyiidae,Apataniidae,Aphelocheiridae,Asellidae,Astacidae,Athericidae,Baetidae,Beraeidae,Bithyniidae,Blephariceridae,Brachycentridae,Caenidae,Calamoceratidae,Calopterygidae,Cambaridae,Ceratopogonidae,Chironomidae,Chloroperlidae,Coenagrionidae,Corbiculidae,Cordulegastridae,Corixidae,Crambidae,Culicidae,Curculionidae,Dendrocoelidae,Dixidae,Dolichopodidae,Dreissenidae,Dryopidae,Dugesiidae,Dytiscidae,Ecnomidae,Elmidae,Empididae,Enchytraeidae,Ephemerellidae,Ephemeridae,Ephydridae,Erpobdellidae,Gammaridae,Gerridae,Glossiphoniidae,Glossosomatidae,Goeridae,Gomphidae,Gyrinidae,Haemopidae,Haliplidae,Haplotaxidae,Helophoridae,Heptageniidae,Hirudinidae,Hydrachnidae,Hydraenidae,Hydridae,Hydrobiidae,Hydrochidae,Hydrometridae,Hydrophilidae,Hydropsychidae,Hydroptilidae,Ichneumonidae,Lepidostomatidae,Leptoceridae,Leptophlebiidae,Lestidae,Leuctridae,Libellulidae,Limnephilidae,Limoniidae,Lumbricidae,Lumbriculidae,Lymnaeidae,Melanopsidae,Mesoveliidae,Muscidae,Naididae,Nemouridae,Nepidae,Neritidae,Odontoceridae,Oligoneuriidae,Pediciidae,Perlidae,Perlodidae,Philopotamidae,Phryganeidae,Physidae,Piscicolidae,Planariidae,Planorbidae,Platycnemididae,Polycentropodidae,Potamanthidae,Prosopistomatidae,Psephenidae,Psychodidae,Psychomyiidae,Ptilocolepidae,Pyralidae,Rhagionidae,Rhyacophilidae,Sciomyzidae,Scirtidae,Sericostomatidae,Sialidae,Simuliidae,Siphlonuridae,Sphaeriidae,Stratiomyidae,Tabanidae,Taeniopterygidae,Thaumaleidae,Tipulidae,Tubificidae,Valvatidae,Veliidae,Viviparidae,RICHNESS,EPT,EPT_prop,EPT_abu,OCH,OCH_prop,OCH_abu,EPT_EPTOCH,ABUNDANCE,SHANNON,ASPT,LIFE,FUN_RICHNESS_ALL,FUN_DIVERSITY_ALL,FUN_RICHNESS_ECO,FUN_DIVERSITY_ECO,FUN_RICHNESS_BIO,FUN_DIVERSITY_BIO
Riki_BOE_1_10_41609,Riki,CIPAIS,BOE,BOE_uno,0.221,0.35,Fine,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,10,0,0,0,1,0.034482759,1,0,1.477121255,1.971288518,3.333333333,6.5,0.0001,0.6302,0.0001,0.7126,0.0000,0.5211
Riki_BOE_1_10_41744,Riki,CIPAIS,BOE,BOE_uno,0.217,0.12,Fine,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,6,0.0703125,18,0,0,0,1,2.409933123,1.472803707,6.444444444,8.285714286,0.0001,0.4916,0.0003,0.5806,0.0001,0.3942
Riki_BOE_1_10_41834,Riki,CIPAIS,BOE,BOE_uno,0.153,0.42,Fine,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,26,0,1,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,16,8,0.138613861,56,1,0.004950495,2,0.888888889,2.607455023,0.970750294,6.076923077,7.818181818,0.0005,0.2245,0.0015,0.2549,0.0007,0.2074
Riki_BOE_1_10_41883,Riki,CIPAIS,BOE,BOE_uno,0.711,0.11,Medium,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,11,0,0,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,193,0,0,7,19,0,0,0,0,0,0,61,0,0,1,0,0,0,0,0,0,5,0,0,0,3,2,62,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,314,0,0,0,23,8,0.257907543,212,5,0.054744526,45,0.615384615,2.915399835,1.964402402,6.235294118,7.764705882,0.0150,0.5872,0.0258,0.6473,0.0053,0.5129
Riki_BOE_1_10_41982,Riki,CIPAIS,BOE,BOE_uno,0.32,0.5,Medium,0,0,0,0,2,0,0,0,0,0,5,56,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,2,0,0,0,21,0,0,0,16,5,0.485,97,1,0.09,18,0.833333333,2.303196057,2.229337188,5.545454545,8.666666667,0.0006,0.5367,0.0016,0.6083,0.0004,0.4884
Riki_BOE_1_10_42094,Riki,CIPAIS,BOE,BOE_uno,0.225,0.23,Fine,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,4,0.057142857,14,1,0.004081633,1,0.8,2.390935107,1.402514854,5.333333333,8.142857143,0.0001,0.4677,0.0002,0.5520,0.0000,0.3747
Riki_BOE_1_10_42171,Riki,CIPAIS,BOE,BOE_uno,0.13,0.58,Coarse,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,11,5,0.411538462,107,2,0.011538462,3,0.714285714,2.416640507,1.492451059,6.272727273,7.555555556,0.0001,0.4238,0.0000,0.4708,0.0000,0.4111
Riki_BOE_1_10_42277,Riki,CIPAIS,BOE,BOE_uno,0.75,0.18,Medium,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,0,0,2,0,0,1,11,0,0,0,0,0,0,104,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,112,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,229,0,0,0,20,8,0.467465753,273,5,0.047945205,28,0.615384615,2.767155866,1.804950887,6.4375,7.875,0.0075,0.5925,0.0132,0.6265,0.0038,0.5463
Riki_BOE_1_10_42339,Riki,CIPAIS,BOE,BOE_uno,0.51,0.44,Fine,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,9,0.352380952,37,2,0.057142857,6,0.818181818,2.025305865,2.263842544,6.0625,7.428571429,0.0016,0.5220,0.0037,0.6064,0.0012,0.4588
Riki_BOE_10_01_41548,Riki,CIPAIS,BOE,BOE_cinque,0.143,0.07,Medium,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,34,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,11,4,0.285714286,50,1,0.017142857,3,0.8,2.245512668,1.297498168,4,6.888888889,0.0000,0.3172,0.0001,0.3562,0.0000,0.3115
Riki_BOE_10_02_41548,Riki,CIPAIS,BOE,BOE_cinque,0.766,0.33,Coarse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,6,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0.394366197,196,1,0.024144869,12,0.75,2.697229343,1.366837412,4.25,8,0.0000,0.3735,0.0001,0.4131,0.0000,0.3781
Riki_BOE_10_03_41548,Riki,CIPAIS,BOE,BOE_cinque,0.519,0.27,Medium,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,2,0,0,0,0,0,2,0,0,0,8,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,2,0,0,0,1,0,0,0,19,6,0.230021598,213,1,0.002159827,2,0.857142857,2.967079734,1.376980667,4.375,6.8,0.0033,0.4275,0.0107,0.4717,0.0014,0.4100
Riki_BOE_10_04_41548,Riki,CIPAIS,BOE,BOE_cinque,0.295,0.1,Medium,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24,0,0,0,8,312,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,3,0.129032258,64,1,0.016129032,8,0.75,2.696356389,1.475843775,3.75,6.714285714,0.0000,0.3811,0.0000,0.4311,0.0001,0.3438
Riki_BOE_10_05_41548,Riki,CIPAIS,BOE,BOE_cinque,0.501,0.45,Medium,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0.128205128,20,2,0.051282051,8,0.666666667,2.195899652,1.69041067,4.636363636,6.666666667,0.0001,0.4996,0.0002,0.5836,0.0000,0.4106
Riki_BOE_10_06_41548,Riki,CIPAIS,BOE,BOE_cinque,0.161,0.4,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,0.04,2,0,0,0,1,1.707570176,1.048708864,3.166666667,6,0.0000,0.3668,0.0000,0.4194,0.0000,0.3006
Riki_BOE_10_07_41548,Riki,CIPAIS,BOE,BOE_cinque,0.121,0.6,Coarse,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,11,2,0.028806584,7,1,0.004115226,1,0.666666667,2.387389826,0.792658727,4.3,6,0.0000,0.2229,0.0002,0.2459,0.0000,0.2005
Riki_BOE_10_08_41548,Riki,CIPAIS,BOE,BOE_cinque,0.092,0.14,Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,5,0,0,0,0,0,0,0,2.571708832,1.017138467,2.25,5,0.0000,0.3838,0.0000,0.4108,0.0000,0.3567
Riki_BOE_10_09_41548,Riki,CIPAIS,BOE,BOE_cinque,0.132,0.33,Medium,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,15,4,0.050980392,13,0,0,0,1,2.408239965,1.730142706,4.076923077,6.166666667,0.0003,0.4541,0.0012,0.5270,0.0002,0.3917
Riki_BOE_10_10_41548,Riki,CIPAIS,BOE,BOE_cinque,0.559,0.2,Medium,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,27,0,0,0,24,579,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,2,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,0,0,12,0,0,0,0,0,1,1,0,349,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,21,7,0.133596838,169,0,0,0,1,3.102433706,1.718861675,4.785714286,6.461538462,0.0043,0.4691,0.0087,0.5325,0.0020,0.4159
Riki_BOE_2_01_41609,Riki,CIPAIS,BOE,BOE_due,0.788,0.25,Medium,0,0,0,0,0,0,0,0,0,0,1,58,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,15,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,13,0,0,0,0,0,0,0,14,4,0.713068182,502,2,0.078125,55,0.666666667,2.848189117,1.441151154,5.6,8.625,0.0005,0.3313,0.0006,0.4034,0.0001,0.2669
Riki_BOE_2_01_41744,Riki,CIPAIS,BOE,BOE_due,0.581,0.25,Medium,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,10,4,0.04145937,25,1,0.006633499,4,0.8,2.781036939,0.899694126,5.333333333,8.428571429,0.0000,0.2244,0.0000,0.2544,0.0000,0.2197
Riki_BOE_2_01_41834,Riki,CIPAIS,BOE,BOE_due,0.339,0.28,Medium,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,13,6,0.634782609,219,1,0.005797101,2,0.857142857,2.539076099,1.403861948,6.363636364,8.666666667,0.0001,0.3415,0.0004,0.3833,0.0001,0.3568
Riki_BOE_2_01_41883,Riki,CIPAIS,BOE,BOE_due,0.055,0.05,Coarse,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,4,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,15,4,0.206422018,45,2,0.472477064,103,0.666666667,2.340444115,1.760928256,5.083333333,7.6,0.0009,0.4442,0.0017,0.5507,0.0000,0.3400
Riki_BOE_2_01_41982,Riki,CIPAIS,BOE,BOE_due,0.54,0.34,Medium,0,0,0,0,0,0,0,0,2,0,0,63,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,10,4,0.710526316,81,1,0.00877193,1,0.8,2.06069784,1.417911802,5.1,8.125,0.0000,0.2518,0.0000,0.2967,0.0000,0.2477
Riki_BOE_2_01_42094,Riki,CIPAIS,BOE,BOE_due,0.603,0.17,Medium,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,11,4,0.04109589,15,1,0.008219178,3,0.8,2.563481085,1.059348726,5.333333333,8.285714286,0.0000,0.1568,0.0000,0.1801,0.0000,0.1479
Riki_BOE_2_01_42171,Riki,CIPAIS,BOE,BOE_due,0.33,0.31,Medium,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,9,4,0.601604278,225,1,0.032085561,12,0.8,2.574031268,1.358225831,5.5,9,0.0000,0.3325,0.0000,0.3763,0.0000,0.3460
Riki_BOE_2_01_42277,Riki,CIPAIS,BOE,BOE_due,0.12,0.11,Coarse,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,4,0,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,13,3,0.5,137,2,0.135036496,37,0.6,2.439332694,1.782531177,5.2,7.875,0.0002,0.4422,0.0008,0.5170,0.0000,0.3862
Riki_BOE_2_01_42339,Riki,CIPAIS,BOE,BOE_due,0.52,0.31,Medium,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,22,0,0,0,0,0,0,0,0,0,0,0,10,5,0.768518519,166,1,0.101851852,22,0.833333333,2.336459734,1.568175792,5.875,8.714285714,0.0000,0.3395,0.0000,0.3947,0.0000,0.3246
Riki_BOE_2_02_41609,Riki,CIPAIS,BOE,BOE_due,0.548,0.21,Coarse,0,0,0,0,0,0,0,0,2,0,2,47,0,0,0,0,0,0,1,0,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,1,0,0,32,0,2,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,127,0,0,0,5,0,0,0,0,0,0,0,20,8,0.492401216,324,2,0.151975684,100,0.8,2.818885415,1.945944515,6.214285714,8.166666667,0.0021,0.4243,0.0020,0.5028,0.0014,0.3811
Riki_BOE_2_02_41744,Riki,CIPAIS,BOE,BOE_due,0.18,0.17,Coarse,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,7,3,0.160377358,17,0,0,0,1,2.029383778,1.100503212,5.428571429,8.6,0.0000,0.2738,0.0000,0.3062,0.0000,0.3025
Riki_BOE_2_02_41834,Riki,CIPAIS,BOE,BOE_due,0.71,0.22,Coarse,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,13,7,0.298479087,157,0,0,0,1,2.721810615,0.968939073,6.111111111,8.285714286,0.0001,0.2261,0.0004,0.2566,0.0003,0.2416
Riki_BOE_2_02_41883,Riki,CIPAIS,BOE,BOE_due,0.363,0.1,Coarse,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,10,3,0.927659574,1090,2,0.045957447,54,0.6,3.070407322,0.565563952,4.142857143,8.833333333,0.0000,0.1072,0.0000,0.1392,0.0000,0.0843
Riki_BOE_2_02_41982,Riki,CIPAIS,BOE,BOE_due,0.17,0.29,Fine,0,0,1,0,0,0,0,0,9,0,5,17,0,0,0,0,0,0,12,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,20,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,159,0,1,0,0,0,0,0,0,0,0,0,20,6,0.152985075,82,3,0.041044776,22,0.666666667,2.729974286,1.640565003,5.588235294,7.8,0.0068,0.3218,0.0154,0.3699,0.0010,0.3020
Riki_BOE_2_02_42094,Riki,CIPAIS,BOE,BOE_due,0.194,0.2,Coarse,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,10,3,0.188679245,20,0,0.037735849,4,1,2.029383778,1.48447659,5.375,8.166666667,0.0000,0.3847,0.0000,0.4479,0.0000,0.3597
